category,child_category,title,description,price,nutrients,image
Суши,Суши,Угорь суши,"Традиционное японское блюдо. На подушечку из риса мы выкладываем копченого угря, поливаем сладковатым соусом унаги и посыпаем кунжутом. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Угорь, рис, водоросли нори, соус унаги, кунжут. ВЕС: 70 гр / 2 шт",670,В 100 г26.6 ккалБелки0.9 гЖиры1.1 гУглеводы3.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F264%2F358342_c5580314-0373-4ea1-8119-489c0844715a.jpg&width=627&height=627
Суши,Суши,Тунец суши,"Простое, при этом идеальное сочетание охлажденного тунца и риса. Подаём с маринованным имбирём, жгучим васаби и соевым соусом. СОСТАВ: Тунец, рис. ВЕС: 70 гр / 2 шт",480,В 100 г20.9 ккалБелки1 гЖиры0.2 гУглеводы3.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F263%2F358342_03296cb9-e696-48a3-986f-9e2c3172ed89.jpg&width=627&height=627
Суши,Суши,Лосось суши,"70 г

Лосось, рис.",520,"260.20

ККал

12.50

Белки

42.80

Углеводы

4.40

Жиры

На 100 грамм *",https://ayamm-panel.s2.sellkit.ru/getImage3.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=5&url=%2FNewContent%2FPlates%2Fayamm_%2Fba506a24b896453ae1de0643f34c3ace.JPEG&folder=ayamm&width=1056&height=1056
Онигири,Онигири,Онигири Сурими,"СОСТАВ: Сурими, рис, огурец, сыр сливочный, водоросли нори, соус Спайси. ВЕС: 100гр/ 1шт",170,В 100 г228 ккалБелки5.9 гЖиры3.8 гУглеводы42.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F348%2F358342_70f08576-fe47-4d35-917f-2005c54b5f01.jpg&width=627&height=627
Онигири,Онигири,Онигири с лососем жареным спайси,"СОСТАВ: Лосось жареный, кимчи, икра тобико, рис, огурцы, сыр сливочный, водоросли нори, майонез. ВЕС: 100гр/ 1шт",255,В 100 г245 ккалБелки6.8 гЖиры5 гУглеводы43.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F347%2F358342_ce739f88-e40c-4e59-a3ce-f9012ba80298.jpg&width=627&height=627
Онигири,Онигири,Онигири с лососем,"СОСТАВ: Лосось, рис, огурец, сыр сливочный, водоросли нори, майонез. ВЕС: 100гр/ 1шт",255,В 100 г235.8 ккалБелки7 гЖиры4.1 гУглеводы42.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F346%2F358342_dd75dc2b-877a-4c26-83ae-0bd8c9acef10.jpg&width=627&height=627
Онигири,Онигири,Онигири с курицей,"СОСТАВ: Куриная грудка, рис, огурец, сыр сливочный, водоросли нори, майонез. ВЕС: 100гр/ 1шт",200,В 100 г234.7 ккалБелки7.5 гЖиры4.5 гУглеводы41.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F345%2F358342_156871e5-1f16-466b-957a-5bbccd51a3cd.jpg&width=627&height=627
Онигири,Онигири,Онигири с креветкой спайси,"СОСТАВ: Тигровые креветки, рис, огурец, сыр сливочный, соус Спайси, водоросли нори. ВЕС: 100гр/ 1шт",255,В 100 г220.1 ккалБелки5.1 гЖиры3.7 гУглеводы41.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F344%2F358342_3d1bc326-fb0e-4eed-82d3-033e9f3afac6.jpg&width=627&height=627
Салаты,Салаты,Цезарь с курицей,"Классический салат в авторском исполнении. На подушку из хрустящего салата и спелых томатов черри мы выкладываем маринованную куриную грудку под золотистой корочкой. Салат подаем под облаком из сыра пармезан и хрустящими гренками. СОСТАВ: Маринованное куриное филе, микс салата, помидоры черри, сыр пармезан, соус цезарь, гренки. ВЕС: 160",520,В 100 г143.7 ккалБелки7.2 гЖиры12 гУглеводы1.7 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F248%2F358342_1a309c42-137a-4625-93f7-a2a7e3e70e89.jpg&width=627&height=627
Салаты,Салаты,Цезарь с креветками,"Классический салат в авторском исполнении. На подушку из хрустящего салата и спелых томатов черри мы выкладываем обжаренные тигровые креветки. Салат подаем под облаком из сыра пармезан и с хрустящими гренками. СОСТАВ: Тигровые креветки, микс салата, помидоры черри, сыр пармезан, соус цезарь, гренки. ВЕС: 160",670,В 100 г76 ккалБелки1.4 гЖиры7.1 гУглеводы1.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F247%2F358342_fc386fbf-6dfb-4cd8-bf57-9bba6d95d01d.jpg&width=627&height=627
Салаты,Салаты,Теплый салат с морепродуктами,"На подушку из листьев салата, шпината, спелых томатов и огурцов, мы выкладываем морепродукты, обжаренные в нашем фирменном сладко-соевом соусе. Кстати, салат украшается облаком пармезана и подается с теплой карамельной заправкой. СОСТАВ: Лосось, кальмары, тигровые креветки, тилапия, микс салата, листья шпината, сыр пармезан, помидоры, огурцы, соевый соус, рисовый соус мирин, масло сливочное. ВЕС: 250",1010,В 100 г148.4 ккалБелки7.8 гЖиры4.7 гУглеводы18.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F246%2F358342_394b639c-3c87-48b5-b62e-975ae6804ae6.jpg&width=627&height=627
Салаты,Салаты,Салат Эби Кан,"Восхитительное сочетание креветок, свежего шпината и нежной киноа, которые придают блюду неповторимый вкус и аромат. Сливочный соус, добавляющий особую нотку, подчеркивает богатство вкусовых оттенков и создает идеальное завершение этого кулинарного шедевра. СОСТАВ: Креветки тигровые, киноа, шпинат, соус Венсан, авокадо, мандарины. ВЕС: 160",650,В 100 г112.1 ккалБелки3.3 гЖиры5.4 гУглеводы12.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F245%2F358342_4049aa12-2896-4ca5-9890-2b923eb7e617.jpg&width=627&height=627
Салаты,Салаты,Салат Азиатский с жареными креветками,"На подушке из салата, хрустящего огурца и спелого авокадо подаются обжаренные креветки под соусом песто из ароматной кинзы. СОСТАВ: Тигровые креветки, микс салата, помидоры черри, авокадо, огурцы, соус песто из кинзы, кунжут, лимон. ВЕС: 220",750,В 100 г140.8 ккалБелки1 гЖиры13.9 гУглеводы2.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F244%2F358342_e6583d4a-8325-470f-b1f6-bf328734b846.jpg&width=627&height=627
Салаты,Салаты,Поке с тигровыми креветками,"На подушку из риса мы выкладываем тигровую креветку, свежие овощи и ананас, подаем с ореховым соусом. СОСТАВ: Тигровые креветки, рис, авокадо, огурцы, ананас, листья шпината, помидоры черри, соус гамадари, кунжут. ВЕС: 270",650,В 100 г199.8 ккалБелки5.9 гЖиры7 гУглеводы28.4 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F243%2F358342_24fe4490-6eba-4fe3-b660-174a401b6c8f.jpg&width=627&height=627
Салаты,Салаты,Поке с лососем,"На подушку из риса мы выкладываем ломтики охлажденного лосося, свежие овощи и ананас, подаем с ореховым соусом. СОСТАВ: Лосось, рис, авокадо, огурцы, ананас, листья шпината, помидоры черри, соус гамадари, кунжут. ВЕС: 260",670,В 100 г215 ккалБелки8.2 гЖиры7.7 гУглеводы28.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F242%2F358342_43c213fb-2956-4ff4-8ae7-a7d550496638.jpg&width=627&height=627
Салаты,Салаты,Кайсо Сарада салат,"Водоросли чука, приправленные ореховым соусом гамадари и украшенные обжаренным кунжутом. СОСТАВ: Водоросли чука, соус гамадари, кунжут. ВЕС: 130",370,В 100 г208.2 ккалБелки7.2 гЖиры14.1 гУглеводы13.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F241%2F358342_742d4c95-e524-415c-a554-e03461601f92.jpg&width=627&height=627
Супы,Супы,Том Ям с морепродуктами,"Классический тайский суп с традиционными специями, нежным кокосовым молоком и морепродуктами. Подается с рисом, ароматным лимоном и жгучим чили. СОСТАВ: Основа том ям (лемонграсс, имбирь, паста том ям, паста том кха, бульон куриный, масло кунжутно-растительное), мидии, тигровые креветки, кальмары, грибы шампиньоны, молоко кокосовое, помидоры черри, кунжут, листья лайма, рис, лимон, перец чили. ВЕС: 400/120/15/1",710,В 100 г88.4 ккалБелки3.1 гЖиры3.9 гУглеводы10.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F240%2F358342_df2c07ae-def0-4cae-ac6a-6fe7e3109124.jpg&width=627&height=627
Супы,Супы,Том Ям с курицей,"Классический тайский суп с традиционными специями, нежным кокосовым молоком и куриным филе. Подается с рисом, ароматным лимоном и жгучим чили. СОСТАВ: Основа том ям (лемонграсс, имбирь, паста том ям, паста том кха, бульон куриный, масло кунжутно-растительное), маринованное куриное филе, грибы шампиньоны, молоко кокосовое, помидоры черри, листья лайма, кинза, рис, лимон, перец чили . ВЕС: 420/120/15/1",610,В 100 г120.9 ккалБелки5 гЖиры5.2 гУглеводы13.6 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F239%2F358342_44691e6a-685c-4be1-b23b-006721e1a509.jpg&width=627&height=627
Супы,Супы,Том Ям с креветками,"Классический тайский суп с традиционными специями, нежным кокосовым молоком и креветками. Подается с рисом, ароматным лимоном и жгучим чили. СОСТАВ: Основа том ям (лемонграсс, имбирь, паста том ям, паста том кха, бульон куриный, масло кунжутно-растительное), тигровые креветки, грибы шампиньоны, молоко кокосовое, помидоры черри, листья лайма, рис, лимон, перец чили. ВЕС: 400/120/15/1",670,В 100 г57.4 ккалБелки1.5 гЖиры2.6 гУглеводы6.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F238%2F852577b2-ee6f-4ee7-9626-533a9771cd69.jpg&width=627&height=627
Супы,Супы,Суп Кимчи Эби,"Нежный суп с приятной остротой, мы готовим на основе куриного бульона с добавлением соуса кимчи, остроту которого балансирует нежный сливочный сыр. Подаем с лапшой, которую мы готовим сами, креветками, ароматным зелёным луком. СОСТАВ: Тигровые креветки, лапша удон, соус кимчи, сыр сливочный, болгарский перец, бульон куриный, водоросли нори, яйцо куриное, зеленый лук, соус рыбный, масло кунжутное, масло растительное. ВЕС: 450",610,В 100 г80.2 ккалБелки3.3 гЖиры4.8 гУглеводы6.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F237%2F358342_5b8f4064-345e-4b21-9e14-254e836b51a7.jpg&width=627&height=627
Супы,Супы,Суп Кимчи с курицей,"Нежный суп с приятной остротой, мы готовим на основе куриного бульона с добавлением соуса кимчи, остроту которого балансирует нежный сливочный сыр. Подаем с лапшой, которую мы готовим сами, обжаренной куриной грудкой и, ароматным зелёным луком. СОСТАВ: Маринованное куриное филе, лапша удон, соус кимчи, сыр сливочный, болгарский перец, бульон куриный, водоросли нори, яйцо куриное, зеленый лук, соус рыбный, масло кунжутное, масло растительное. ВЕС: 450",490,В 100 г360.3 ккалБелки21.9 гЖиры19.4 гУглеводы24.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F236%2F358342_2d84f69b-cc82-4e13-bdcd-2fb85f7022fc.jpg&width=627&height=627
Супы,Супы,Рамэн с куриной грудкой,"Горячий суп на основе насыщенного куриного бульона, с добавлением японских специй. Подается с пшеничной лапшой собственного производства, отварным яйцом и куриной грудкой под золотистой корочкой. СОСТАВ: Маринованное куриное филе, лапша удон, куриное яйцо, соевая мисо паста, соевый соус, чесночно-имбирная паста, зеленый лук, куриный бульон. ВЕС: 450",490,В 100 г93.4 ккалБелки5.6 гЖиры3.9 гУглеводы8.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F235%2F358342_b859bfa9-1bcc-4c6a-8b9f-d721d3994551.jpg&width=627&height=627
Супы,Супы,Том Кха,"540 г

Бульон куриный, куриное филе, шампиньоны, томаты черри, паста том кха, молоко кокосовое, сливки, кинза, рис, лимон, перец чили, масло кунжутное, масло растительное.",570,"163.50

ККал

5.80

Белки

16.60

Углеводы

8.20

Жиры

* на 100 грамм",https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F29e3ddf8376ebb285aaa426ce58c1c40.JPEG&width=1056&height=1056
Горячие блюда,Горячие блюда,Тяхан с морепродуктами,"Традиционный японский рис, обжаренный с овощами, яйцом и морепродуктами в сладко-соевом соусе унаги. Подается с кунжутом, ароматным зелёным луком и долькой лимона. СОСТАВ: Лосось, тилапия, кальмары, тигровые креветки, мидии, рис, болгарский перец, лук репчатый, морковь, капуста пекинская, яйцо куриное, соус соевый, кунжут, соус унаги, лимон, зеленый лук. ВЕС: 300",670,В 100 г154.7 ккалБелки6.5 гЖиры5.1 гУглеводы20.7 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F234%2F358342_dfced4ad-b6dd-494f-aa6b-4087941ebacb.jpg&width=627&height=627
Горячие блюда,Горячие блюда,Тяхан с куриным филе,"Традиционный японский рис, обжаренный с овощами, яйцом и нежным куриным филе под сладко-соевым соусом унаги. Посыпается кунжутом, зелёным луком и долькой лимона. СОСТАВ: Маринованное куриное филе, рис, болгарский перец, лук репчатый, морковь, капуста пекинская, яйцо куриное, соус соевый, кунжут, соус унаги, лимон, лук зеленый. ВЕС: 300",550,В 100 г170.7 ккалБелки7.3 гЖиры5.4 гУглеводы23.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F233%2F358342_e7d312fa-4911-498b-b105-c87a41c0a9ef.jpg&width=627&height=627
Горячие блюда,Горячие блюда,Тяхан с креветками,"Креветки тигровые, рис, болгарский перец, лук репчатый, морковь, пекинская капуста, яйцо куриное, соевый соус, кунжут белый,унаги соус, лимон, лук зеленый, 300гр",670,В 100 г184.2 ккалБелки5.1 гЖиры6.2 гУглеводы27.1 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F232%2F358342_84f0abc3-333a-45e4-bee1-e7d968fadb66.jpg&width=627&height=627
Горячие блюда,Горячие блюда,Тяхан с говядиной,"Говядина маринованная, рис, болгарский перец, лук репчатый, морковь, пекинская капуста, яйцо куриное, соевый соус, кунжут белый,унаги соус, лимон, лук зеленый, 300гр",670,В 100 г219.1 ккалБелки8 гЖиры8.7 гУглеводы27.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F231%2F358342_ca77d250-41c3-4fd5-a5d7-f95d963ac022.jpg&width=627&height=627
Горячие блюда,Горячие блюда,Курица Тонкацу,"Нежное куриное филе обжаривается в кляре до хрустящей корочки и подается в сочетании с картофельными дольками, листьями салата и томатами черри. К блюду подается кисло-сладкий соус на основе граната и арахиса. СОСТАВ: Маринованное куриное филе, кляр, сухари панко, дольки картофельные, микс салата, помидоры черри, соус хойсин, соус наршараб. ВЕС: 190/20",570,В 100 г240.5 ккалБелки8.5 гЖиры15.2 гУглеводы17.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F230%2F358342_afe0f918-9db7-47f8-a793-e2064f634f4c.jpg&width=627&height=627
Горячие блюда,Горячие блюда,Курица габаджоу,"Куриную грудку обжариваем в кляре, тушим в фирменном соусе габаджоу с овощами и подаём с рисом, долькой ароматного лайма с кинзой. СОСТАВ: Маринованное куриное филе, болгарский перец, лук репчатый, цукини, масло кунжутно-растительное, рис, бульон куриный, паста томатная, уксус мицукан, соус соевый, кинза, перец чили, кунжут, лайм. ВЕС: 270",570,В 100 г251.7 ккалБелки10.9 гЖиры8.9 гУглеводы31.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F229%2F358342_7aea79f2-ae82-4f9b-9279-b4d0322176b7.jpg&width=627&height=627
WOK,WOK,WOK с курицей в кокосовом карри,"Лапша с овощами и курицей под ароматным соусом карри с добавлением нежного кокосового молока, подается с хрустящими лепестками миндаля и ароматным зелёным луком. С какой лапшой для вас приготовим: гречневой, фунчозой (тонкая стеклянная) или пшеничной собственного приготовления? СОСТАВ: Маринованное куриное филе, лапша, морковь, лук репчатый, болгарский перец, капуста пекинская, сливки, соус соевый, паста чесночно-имбирная, паста карри, лепестки миндальные, молоко кокосовое, масло кунжутно-растительное, кунжут, лук зеленый. ВЕС: 270",570,В 100 г149.1 ккалБелки6.2 гЖиры12.7 гУглеводы2.5 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2Febe13787097192f7c78a2da154fa0527.JPEG&width=1056&height=1056
WOK,WOK,WOK с курицей,"Лапша с овощами и курицей под ароматным кисло-сладким соусом с добавлением кунжутного масла. С какой лапшой для вас приготовим: гречневой, фунчозой (тонкая стеклянная) или пшеничной собственного приготовления? СОСТАВ: Маринованное куриное филе, лапша, морковь, лук репчатый, болгарский перец, капуста пекинская, бульон куриный, соус кисло-сладкий, соус соевый, паста чесночно-имбирная, масло кунжутно-растительное, кунжут, лук зеленый. ВЕС: 270",570,В 100 г84.8 ккалБелки5 гЖиры5 гУглеводы4.9 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&format=webp&background=1&domain=ayamm-panel.s2.sellkit.ru&time=3&url=%2FNewContent%2FPlates%2Fayamm_%2F8cc7323157ef573784e5f7b2721fd7ec.JPEG&width=1056&height=1056
WOK,WOK,WOK с креветками,"Лапша с овощами и креветками под ароматным соусом карри с добавлением нежных сливок. С какой лапшой для вас приготовим: гречневой, фунчозой (тонкая стеклянная) или пшеничной собственного приготовления? СОСТАВ: Тигровые креветки, лапша, морковь, помидоры черри, лук репчатый, болгарский перец, капуста пекинская, бульон куриный, паста карри, куркума, сливки, соус соевый, паста чесночно-имбирная, масло кунжутно-растительное, кунжут, лук зеленый. ВЕС: 300",670,В 100 г86.8 ккалБелки1.4 гЖиры8.2 гУглеводы1.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F250%2F358342_82eff3fa-126e-4f04-b004-20793599227c.jpg&width=627&height=627
WOK,WOK,WOK с говядиной,"Лапша с овощами и говядиной под сладко-соевым соусом терияки с добавлением ароматного кунжутного масла. С какой лапшой для вас приготовим: гречневой, фунчозой (тонкая стеклянная) или пшеничной собственного приготовления? СОСТАВ: Вырезка говяжья маринованная, лапша, морковь, лук репчатый, болгарский перец, капуста пекинская, бульон куриный, соус терияки, соус соевый, паста чесночно-имбирная, масло кунжутно-растительное, кунжут, зеленый лук. ВЕС: 270",610,В 100 г102.7 ккалБелки4.7 гЖиры7.4 гУглеводы4.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F249%2F358342_766786c6-251f-4802-b4fa-b2c6c3b97d18.jpg&width=627&height=627
Детское меню,Детское меню,Шашлычок из курицы с овощными палочками,"Классический шашлычок из куриного филе, подаем со свежими овощными палочками и соусом Цезарь. СОСТАВ: Маринованное куриное филе, специи для курицы, чесночно имбирная паста, соевый соус, огурец, морковь, перец свежий, соус Цезарь ВЕС: 75/60/30",390,В 100 г117.2 ккалБелки11.4 гЖиры7.1 гУглеводы1.8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F277%2F358342_8fc13780-84d4-413e-99a8-4f25f6f4dee9.jpg&width=627&height=627
Детское меню,Детское меню,Чикен Сан,"Сочная куриная котлетка, обжаренная до золотистой корочки в паре с ароматными картофельными дольками и томатным кетчупом. СОСТАВ: Куриная котлета, сухари панко, кляр, картофель на выбор фри/дольки, кетчуп. ВЕС: 50/70/30",390,В 100 г67.2 ккалБелки6.7 гЖиры0.9 гУглеводы8 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F276%2F358342_6c7d3676-1b8f-42c5-a2f9-bb27c4d04cd5.jpg&width=627&height=627
Детское меню,Детское меню,Сырные палочки,"Палочки в хрустящей панировке мы подаём с сырным соусом. СОСТАВ: Сыр гауда, кляр, сухари панко, сырный соус. ВЕС: 85/30",250,В 100 г74.4 ккалБелки2 гЖиры6.4 гУглеводы2.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F275%2F358342_bce6c689-2107-427b-a434-4513d0f672de.jpg&width=627&height=627
Детское меню,Детское меню,Супчик с курицей,"Лёгкиий супчик, приготовленный на курином бульоне с овощами и лапшой. СОСТАВ: Куриное филе, морковь, домашняя лапша, куриный бульон. ВЕС: 200",250,В 100 г71.6 ккалБелки4.5 гЖиры4.8 гУглеводы2.7 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F274%2F358342_62a6994d-a405-45ff-9598-8f8dc66d834a.jpg&width=627&height=627
Детское меню,Детское меню,Макарошки с курицей и брокколи,"Нежная лапша, которую мы готовим сами, с сочной курицей, томатами черри и брокколи. СОСТАВ: Куриное филе, лапша удон, брокколи, сливки, помидоры черри. Вес: 200",310,В 100 г187.1 ккалБелки10.2 гЖиры5.9 гУглеводы23.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F273%2F358342_02ffe07e-bf95-43be-afaf-d7e9335895ab.jpg&width=627&height=627
Детское меню,Детское меню,Картофельные дольки,"Картофельные дольки, обжаренные до золотистой корочки во фритюре. ВЕС: 150",250,,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F272%2F358342_6079eac0-14f3-45b9-a5e6-798e9904670a.jpg&width=627&height=627
Детское меню,Детское меню,Картофель фри,"Картофель фри, обжаренный до золотистой корочки во фритюре. ВЕС: 150",250,В 100 г218.1 ккалБелки1.8 гЖиры19.4 гУглеводы9.2 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F271%2F358342_f3910cf9-ea5b-4e09-9532-967e589b96ec.jpg&width=627&height=627
Детское меню,Детское меню,Бургер с курицей,"Пышные обжаренные булочки для бургера, сочные помидоры, хрустящий огурец в сочетании с нежнейшей куриной котлетой под тающим сыром СОСТАВ: Булочка, куриная котлета, помидоры, огурцы, микс салата, картофельные дольки, соус цезарь, кетчуп, сыр. ВЕС: 200/70/30",460,В 100 г185.1 ккалБелки5.7 гЖиры11.7 гУглеводы14.3 г,https://ayamm-panel.s2.sellkit.ru/getImage.php?compressionQuality=90&crop=0&background=1&format=webp&domain=ayamm-panel.s2.sellkit.ru&time=1&url=%2FNewContent%2FPlates%2Fayamm_%2F270%2F358342_59aec304-eacc-4358-a804-b3d66de92032.jpg&width=627&height=627
